doi,title,abstract,publication_year,source,cited_by_count,is_oa,oa_url,query_label
https://doi.org/10.1609/aies.v8i3.36749,No Thoughts Just AI: Biased LLM Hiring Recommendations Alter Human Decision Making and Limit Human Autonomy,"Despite bias in artificial intelligence (AI) being a risk of their use in hiring systems, there is no large-scale empirical investigation of the impacts of these biases on hiring decisions made collaboratively between people and AI systems. It is also unknown whether AI literacy, people's own biases, and behavioral interventions intended to reduce discrimination affect these human-in-the-loop AI teaming (AI-HITL) outcomes. In this study, we conduct a resume-screening experiment (N=528) where people collaborate with simulated AI models exhibiting race-based preferences (bias) to evaluate candidates for 16 high and low status occupations. Simulated AI bias approximates factual and counterfactual estimates of racial bias in real-world AI systems. We investigate people's preferences for White, Black, Hispanic, and Asian candidates (represented through names and affinity groups on quality-controlled resumes) across 1,526 scenarios and measure their unconscious associations between race and status using implicit association tests (IATs), which predict discriminatory hiring decisions but have not been investigated in human-AI collaboration. This evaluation framework can generalize to other groups, models, and domains. When making decisions without AI or with AI that exhibits no race-based preferences, people select all candidates at equal rates. However, when interacting with AI favoring a particular group, people also favor those candidates up to 90\% of the time, indicating a significant behavioral shift. The likelihood of selecting candidates whose identities do not align with common race-status stereotypes can increase by 13\% if people complete an IAT before conducting resume screening. Finally, even if people think AI recommendations are low quality or not important, their decisions are still vulnerable to AI bias under certain circumstances. This work has implications for people's autonomy in AI-HITL scenarios, AI and work, design and evaluation of AI hiring systems, and strategies for mitigating bias in collaborative decision-making tasks. In particular, organizational and regulatory policy should acknowledge the complex nature of AI-HITL decision making when implementing these systems, educating people who use them, and determining which are subject to oversight.",2025,Proceedings of the AAAI/ACM Conference on AI Ethics and Society,2,TRUE,https://ojs.aaai.org/index.php/AIES/article/download/36749/38887,Block 1A: AI in research practice (broad fields)
https://doi.org/10.1609/icwsm.v18i1.31360,Stance Detection with Collaborative Role-Infused LLM-Based Agents,"Stance detection automatically detects the stance in a text towards a target, vital for content analysis in web and social media research. Despite their promising capabilities, LLMs encounter challenges when directly applied to stance detection. First, stance detection demands multi-aspect knowledge, from deciphering event-related terminologies to understanding the expression styles in social media platforms. Second, stance detection requires advanced reasoning to infer authors' implicit viewpoints, as stances are often subtly embedded rather than overtly stated in the text. To address these challenges, we design a three-stage framework COLA (short for Collaborative rOle-infused LLM-based Agents) in which LLMs are designated distinct roles, creating a collaborative system where each role contributes uniquely. Initially, in the multidimensional text analysis stage, we configure the LLMs to act as a linguistic expert, a domain specialist, and a social media veteran to get a multifaceted analysis of texts, thus overcoming the first challenge. Next, in the reasoning-enhanced debating stage, for each potential stance, we designate a specific LLM-based agent to advocate for it, guiding the LLM to detect logical connections between text features and stance, tackling the second challenge. Finally, in the stance conclusion stage, a final decision maker agent consolidates prior insights to determine the stance. Our approach avoids extra annotated data and model training and is highly usable. We achieve state-of-the-art performance across multiple datasets. Ablation studies validate the effectiveness of each role design in handling stance detection. Further experiments have demonstrated the explainability and the versatility of our approach. Our approach excels in usability, accuracy, effectiveness, explainability and versatility, highlighting its value.",2024,Proceedings of the International AAAI Conference on Web and Social Media,49,TRUE,https://ojs.aaai.org/index.php/ICWSM/article/download/31360/33520,Block 1H: AI and research practice (no field restriction)
https://doi.org/10.1609/icwsm.v19i1.35872,Linguistic Landscape of Generative AI Perception: A Global Twitter Analysis Across 14 Languages,"The advent of generative AI tools has had a profound impact on societies globally, transcending geographical boundaries. Understanding these tools' global reception and utilization is crucial for service providers and policymakers in shaping future policies. Therefore, to unravel the perceptions and engagements of individuals within diverse linguistic communities with regard to generative AI tools, we extensively analyzed over 6.8 million tweets in 14 different languages. Our findings reveal a global trend in the perception of generative AI, accompanied by language-specific nuances. While sentiments toward these tools vary significantly across languages, there is a prevalent positive inclination toward Image tools and a negative one toward Chat tools. Notably, the ban of ChatGPT in Italy led to a sentiment decline and initiated discussions across languages. Furthermore, we established a taxonomy for interactions with chatbots, creating a framework for social analysis underscoring variations in generative AI usage among linguistic communities. We find that the Chinese community predominantly employs chatbots as substitutes for search, while the Italian community tends to use chatbots for tasks such as problem-solving assistance and engaging in entertainment or creative tasks. Our research provides a robust foundation for further explorations of the social dynamics surrounding generative AI tools and offers invaluable insights for decision-makers in policy, technology, and education.",2025,Proceedings of the International AAAI Conference on Web and Social Media,3,TRUE,https://ojs.aaai.org/index.php/ICWSM/article/download/35872/38026,Block 1A: AI in research practice (broad fields)
https://doi.org/10.17102/eip.7.2024.10,University Students’ Perspective on ChatGPT and Technology Literacies,"In recent years, technologies utilising artificial intelligence have gained popularity. It is common for college students to use ChatGPT when writing academic assignments. Considering the importance of technology literacy in adopting ChatGPT in academic writing, this study explored how Chatbot was used by college students in Bhutan in relation to Privacy literacy, Data literacy, Information literacy, and Technology adoption (Chatbot). Using a cross-sectional survey, the data for this study was collected using an online survey and 290 students responded. Analyses were mainly quantitative. Both descriptive and inferential statistics were reported. The findings of Mann-Whitney U test suggests that male students used more technology compared to their female counterparts and statistically significant differences were found on technological adoption between the genders. However, the results of Kruskal-Wallis H test revealed that there was no statistically significant difference across four age levels. Furthermore, results of path analyses showed significant direct relationship from Data literacy to Technology adoption (Chatbot). However, no empirical support was found for Information literacy and Privacy literacy. Taken together, the findings of this study have significance to the students, lecturers, and policy planners of the Royal University of Bhutan.",2024,Educational innovation and practice,5,TRUE,https://eip.sce.edu.bt/index.php/eip/article/download/74/32,Block 1A: AI in research practice (broad fields)
https://doi.org/10.17275/per.24.99.11.6,Artificial Intelligence-Assisted Translation in Education: Academic Perspectives and Student Approaches,"Although artificial intelligence is present in many areas of life, making life easier, it also necessitates the updating of certain professions or curriculum of university departments. In this regard, it is considered important to determine how AI-based translation tools will specifically affect translation studies and to gather the opinions of students and faculty members in these departments. This study aims to examine the opinions of Translation and Interpreting Department students and faculty members on the use of artificial intelligence in translation studies. The research was conducted with 7 faculty members, 1 translation expert, and 15 final-year students at a foundation university. Data were collected through semi-structured interview forms and evaluated using content analysis. Students expressed concerns that artificial intelligence will reduce job opportunities in the profession. They also believe that the use of AI weakens memory and leads to laziness. Some students have noted that AI undermines and weakens the teacher-student relationship. Faculty members, on the other hand, think that AI will redefine the translator’s roles in the profession and provide significant support. Whilst the students advocate for the inclusion of AI in post-graduate professional life rather than in undergraduate education and support it with extracurricular activities, the faculty members underline the need to increase the integration of AI into translation studies education, provide in-service training, and expedite curriculum development studies. These results highlight different perspectives on the use of artificial intelligence in the field of translation studies and suggest recommendations that could contribute to the curriculum of translation departments.",2024,Participatory Educational Research,2,TRUE,https://dergipark.org.tr/en/download/article-file/4377443,Block 1C: AI and journal/publication policy
https://doi.org/10.17323/1728-192x-2024-4-48-79,Social Perception of Artificial Intelligence on Twitter: A Comparative Study on Global South and Global North Countries,"This study examines the public perception of ChatGPT on Twitter, comparing approaches from Global South (India and Turkey) and Global North (United Kingdom and United States) countries. It utilizes a text-as-data approach, applying sentiment analysis, text analysis, and topic modeling techniques on tweets in English containing “ChatGPT” collected between January 1 and June 1, 2023. The VADER sentiment dictionary is used for sentiment analysis, while n-grams and BERTopic are employed for text analysis and topic modeling, respectively. Sentiment analysis reveals a predominantly positive perception of ChatGPT across both regions, with some concerns expressed regarding potential negative impacts. Text analysis and topic modeling indicate that discussions revolve around major technology companies and leading figures, with the Global North focusing more on sectoral applications and technical aspects, while the Global South evaluates ChatGPT within local language and cultural contexts. The findings demonstrate that socio-cultural differences and technological development levels between regions are reflected in the social perception of ChatGPT. The study contributes to understanding the early reception and perception of generative AI and highlights the importance of addressing privacy concerns, developing culturally compatible solutions, and examining the potential impacts of ChatGPT in various domains.",2024,Sotsiologicheskoe Obozrenie / Russian Sociological Review,4,TRUE,https://sociologica.hse.ru/data/2025/01/26/1973007005/SocOboz 2024-4-48-79.pdf,Block 1A: AI in research practice (broad fields)
https://doi.org/10.17323/2500-2597.2023.4.1.4,Corporate Strategies for Sustainable Development and Adoption of New Technologies,"Digital technologies and innovative solutions play a crucial role in promoting sustainable development. However, it is important to acknowledge that these technological advancements may positively and negatively impact sustainability (Gray, 1994; Al-Emran, Griffy-Brown, 2023). In 2015, the United Nations (UN) adopted the 2030 Agenda for Sustainable Development as a plan of action to end poverty, protect the planet, and ensure prosperity for all people worldwide (UN, 2015). The Agenda contains 17 integrated sustainable development goals (SDGs) and 169 specific measurable targets. It emphasizes the private sector’s role in facilitating the advancement and achievement of the UN’s sustainable development initiatives, working in partnership with governments, civil society, and other stakeholders (UN, 2015). Even before adoption of this agenda, several social, environmental, and technological developments have impacted the operations and functions of companies. One of these developments is the emergence of green sustainability (Gray, 1994; Abbas, 2019), which helped evaluate companies’ overall performance and shaped the creation of customer value. The corporate (as well as institutional) responses to the emergence of green sustainability have provided an impetus for companies to develop relevant business models compatible with these developments and to share these models with shareholders and society at large. This impetus, in turn, has made it possible to implement sustainable development practices coherently and nurtures a new culture consistent with a large-scale transition to a green, sustainable future. Digital communications effectively eliminate the geographical boundaries for businesses and their customers, so the latter can quickly contact different suppliers worldwide, and locate substitute goods that fulfil their needs (Singh, 2020; Mather, 2020). This trend has thus made acquiring and maintaining competitive advantage a real challenge for companies. This challenge involves the task of achieving the UN Sustainable Development Goals (SDGs) and aligning business strategies with these SDGs. Hence, companies successfully adopt multiple strategies and generate knowledge to satisfy the needs of their customers and achieve their SDGs. The private sector’s contribution to the achievement of the SDGs can be realized through the integration of principles into corporate strategies and operations. In this context, given that the development and implementation of corporate strategy is the responsibility of the firm-level green sustainability model (including environmental, social, and governance aspects), it is essential to provide an understanding of whether and how, green sustainability models affect or influence the corporate sector’s engagement with SDGs (Mangena, 2012; Pirzada et al., 2017).",2023,Foresight-Russia,2,TRUE,https://foresight-journal.hse.ru/issue/download/1801/1715,Block 1A: AI in research practice (broad fields)
https://doi.org/10.17323/jle.2025.29876,The 2025 Landscape of Generative AI in Scholarly Writing and Publishing: A Scoping Review of Uses and Ethical Approaches,"Introduction: The rapid advancement of generative artificial intelligence (GenAI) has outpaced earlier reviews of its role in scholarly writing. Scholarship is shifting from problem-framing to explicitly normative work emphasising transparency, accountability, and sustained human oversight, yet the operationalisation of ethical guidance in editorial and authorial practice remains insufficiently systematised. Purpose: This scoping review maps 2025 evidence on AI applications in academic publishing and identifies emerging normative frameworks that enable workflow efficiencies while preserving human intellectual ownership and accountability. Method: Using the Arksey and O’Malley framework and PRISMA-ScR reporting, we systematically searched Scopus for English-language articles and reviews published in 2025. Eligibility criteria were defined via the PCC framework. Included publications were charted and analysed thematically to capture use cases, governance responses, and ethical concerns. Results: The search identified 334 records, with 56 publications meeting the inclusion criteria. The corpus shows global authorship and, after manual verification, an approximately balanced mix of reviews and primary studies, revealing substantial document-type misclassification in the database. Discourse clusters around governance (authorship and policy), technological impact (content quality), and risk mitigation (academic integrity). Prominent use cases include support for intellectual tasks (ideation, outlining, and synthesis), language enhancement, and support in peer review and editorial workflows; each catalyses distinct ethical challenges. In response, structured normative frameworks, such as tiered disclosure models and task-based AI taxonomies (e.g., GAIDeT), are emerging to make accountability auditable while preserving human oversight. Across the sample, AI is positioned as an assistive tool subordinate to human responsibility; immediate ethical regulation dominates, whereas educational integration and broader cultural critique remain secondary. We outline a research agenda focused on framework validation, improved detection infrastructures, longitudinal cognitive outcomes, human–AI collaboration design, policy standardisation, and decolonial analyses of algorithmic bias. Conclusion: The field is moving from problem identification toward solution-oriented governance. Progress now depends on interdisciplinary efforts that translate normative principles into workable publishing procedures, ensuring GenAI strengthens, rather than undermines, academic integrity and equitable knowledge production.",2025,Journal of language and Education,1,TRUE,https://jle.hse.ru/article/download/29876/24289,Block 2G: Structured prompts and epistemic quality
https://doi.org/10.17351/ests2020.309,We Have Never Been Anti-Science: Reflections on Science Wars and Post-Truth,"This essay addresses the so-called ""post-truth"" era in which scientific evidence of, for example, climate change, is given little weight compared to more immediate appeals to emotion and belief, and examines the relationship of alleged anti-science and populist irrationality to left- and right-wing political alignments. It also addresses charges of anti-science that were once leveled at Science and Technology Studies (STS) itself, and particularly in relation to the “symmetrical” posture taken toward scientific controversies. Recently, ""symmetry"" in STS has been linked to the media conventions and argumentative strategies that have sustained controversies over climate change and other health and safety concerns. This essay argues that ""symmetry"" was originally set up in a circumscribed way to encourage research on controversies, but that it does not amount to a general conclusion to the effect that science is no different from any other system of belief. Instead, an effort to pursue ""symmetrical"" research on scientific controversies can document how, far from being displaced from all relevance, scientific authority and its institutional supports are being duplicated along parallel tracks which sustain disputes and delay concerted action.",2020,Engaging Science Technology and Society,60,TRUE,https://estsjournal.org/index.php/ests/article/download/309/213,Block 2E: Tacit knowledge
https://doi.org/10.17576/jkmjc-2024-4002-24,Intercultural Communication Challenges and the Coping Strategies Among Fresh Graduates in the Vuca Era,"Higher education has provided a set of curriculum to equip graduates with complete skill sets to enter the industry. Hard skills, as well as soft skills, are inseparable components for graduates to acquire. Industries today have rapidly changed due to the advancement of technology. Almost every aspect of life is going digital; therefore, graduates have to adapt to the simultaneous and continuous changes. In this situation, intercultural communication competence is one of the skills that will accommodate the fresh graduate to face and overcome challenges in the industry, especially in the VUCA era. All industrial players should adapt to the working cultures and adopt the advanced technological changes. This study explores the experience of fresh graduates in the industry regarding intercultural communication challenges and their coping strategies to overcome the situations. The phases of their adaptation towards the work environment will be addressed as well to understand the context better. Interviews were conducted to explore and understand their experience which eventually categorised to identify strategies that could accommodate the continuously changing situation. This study will contribute to the preparation of graduates to enter the workforce as the study found that there are three main challenges faced among fresh graduates regarding skill mismatch, lack of experience, and career adaptability. Furthermore, intercultural communication competence has contributed to their adaptation and coping strategies towards those challenges in their first job. Keywords: Intercultural competence, fresh graduate, soft skills, VUCA, coping strategies.",2024,Jurnal Komunikasi Malaysian Journal of Communication,2,TRUE,http://ejournal.ukm.my/mjc/article/download/72646/16010,Block 1C: AI and journal/publication policy
https://doi.org/10.17645/mac.7429,Contextualization: A Path to Chinese Traditional News Media’s Integration Into Social Media,"Meyrowitz’s media context theory proposes that new media and their contexts will lead to new behaviors. This article adopts media context theory as a framework and utilizes a textual analysis approach to analyze what Meyrowitz termed middle region behaviors and the contextualization strategies of the traditional Chinese news media (&lt;em&gt;People’s Daily&lt;/em&gt;) on the social media platform Weibo. The findings reveal three of &lt;em&gt;People’s Daily&lt;/em&gt;’s Weibo news’ innovation strategies: the middle regionalization of news contexts (live news, vlog news, chatbox news); personalized production of important news (Weibo commentary, user-produced news); and equal dialogue with the public (daily greetings, holiday greetings, popularizing science). The study also indicates that traditional news media can utilize social media to consolidate communication effectiveness and reconstruct their credibility while actively participating in social governance. In light of these findings, we think that the “contextualization” strategies employed by &lt;em&gt;People’s Daily&lt;/em&gt; on the Weibo platform offer meaningful possibilities for traditional news organizations’ integration into social media, such as exploring innovative approaches to news presentation, emphasizing audience interaction, appropriately providing “non-news content” for the audience, and maintaining a commitment to objectivity and fairness in news reporting.",2023,Media and Communication,3,TRUE,https://www.cogitatiopress.com/mediaandcommunication/article/download/7429/3565,Block 2D: Pre-registration and explicit reasoning
https://doi.org/10.17645/mac.9495,Harmonizing Traditional Journalistic Values With Emerging AI Technologies: A Systematic Review of Journalists’ Perception,"This study investigates how news organizations perceive the integration of artificial intelligence (AI) technologies in news production, focusing on the synthesis of traditional journalistic values with AI advancements. By conducting a meta-analysis of 59 scholarly articles published between 2020 and 2024 in the field of journalism, the research examines the perceptions of journalists, editors, and decision-makers regarding AI. The primary research question explores the general findings of previous studies on journalists’ perceptions of AI in their workflows and the frameworks used to reconcile AI with journalistic values. The findings indicate that AI is regarded as a transformative tool, enhancing efficiency, effectiveness, and fostering a new organizational culture. However, it raises concerns about costs and job security. Attitudes toward AI are polarized, with optimism about efficiency gains and skepticism due to potential impacts on employment and ethical standards. Three theoretical models—field theory, human–machine communication, and the technology acceptance model—are employed to understand these dynamics, with field theory addressing power shifts and human–machine communication and the technology acceptance model examining human–AI interaction. To effectively integrate AI with journalistic values, the study proposes three strategies: AI technologists should embed journalistic ethics into their processes, journalists should acquire basic AI technical skills, and collaborative platforms should be established to bridge gaps between journalists and technicians. These strategies aim to create a balanced framework where AI-driven news production can uphold essential journalistic standards while embracing technological innovation.",2025,Media and Communication,11,TRUE,https://doi.org/10.17645/mac.9495,Block 1B: AI in research methodology
https://doi.org/10.17645/up.10635,Conceptualizing the Digital Food Environment: A Framework,"Food environments are important determinants of food choice and consumption and, consequently, drivers of global health and nutrition challenges such as obesity and noncommunicable diseases. These challenges are intensified by the ubiquitous presence of digital technology, which affects food practices. The goal of this study was to develop a middle‐range theory for understanding the digital food environment in late modernity. We conducted a critical realist grounded theory study based on elicited data (from semi‐structured interviews and observation of digital platforms, tools, and services) and extant data (from interdisciplinary scientific literature). We conceptualize the digital food environment as an augmented space where social and material food practices take place, mediated, enhanced, enabled, or replaced by digital technology, influencing food consumption and impacting nutrition, health, and equity. Our proposed model represents the digital food environment as a socially co‐produced space, where the interplay between structure and agency shapes food practices, driven by late modern processes such as digitalization, informationalism, individualization, commercialization, and exposure amplification. The digital food environment has a governance model where technology companies, digital content creators, and non‐human agents are key actors, increasing the complexity of food practices and power asymmetries that affect food choice, consumption patterns, and health narratives. Policies to promote healthy food environments must consider their increasingly digitalized nature.",2025,Urban Planning,3,TRUE,https://www.cogitatiopress.com/urbanplanning/article/download/10635/4725,Block 1A: AI in research practice (broad fields)
https://doi.org/10.17645/up.9165,AI-Supported Participatory Workshops: Middle-Out Engagement for Crisis Events,"Considering the lived experience of communities is key when making decisions in complex scenarios, such as preparing for and responding to crisis events. The article reports on three participatory workshops, which assigned community representative roles to workshop participants. Using role-playing as a method, participants were given the task of collaborating on making a decision relating to a speculative crisis scenario. Across the workshops, we collected data about simulating a middle-out engagement approach and the role of artificial intelligence (AI) in enhancing collaboration, supporting decision-making, and representing non-human actors. The article makes three contributions to participatory planning and design in the context of the UN Sustainable Development Goals. First, it presents insights about the use of AI in enhancing collaboration and decision-making in crisis event situations. Second, it discusses approaches for bringing more-than-human considerations into participatory planning and design. Third, it reflects on the value of role-playing as a way to simulate a middle-out engagement process, whereby actors from the top and the bottom collaborate towards making informed decisions in complex scenarios. Drawing on the findings from the workshops, the article critically reflects on challenges and risks associated with using AI in participatory workshops and collaborative decision-making.",2025,Urban Planning,6,TRUE,https://www.cogitatiopress.com/urbanplanning/article/download/9165/4191,Block 1B: AI in research methodology
https://doi.org/10.17705/1atrr.00063,Towards a Greater Diversity of Replication Studies,"The replication of existing knowledge (e.g., previous study results) stands as an essential research practice across all science disciplines. Despite the importance of replication, the scarcity of replication studies is commonly criticized in business, management, and information system (IS) research. Therefore, efforts have already been made to facilitate replication research in the IS community, such as establishing conference tracks and journals focusing on publishing replication studies and providing guidelines on how and why to conduct replication research. Nonetheless, the perception of replication research remains unchanged, describing it as mundane.\nTherefore, in this issues and opinions article, we will explore how replication research could be made more appealing by diversifying the categories of replication studies. In this regard, we looked at replication in neuroscience, eliciting two new replication study categories: ‘transfer’ and ‘method.’ Additionally, through extensive discussion with other IS scholars, we added one more replication category, ‘comparison.’ We hope that this diversification will attract more researchers and also show the potential replication research holds.",2020,Journal of the Association for Information Systems,3,TRUE,https://aisel.aisnet.org/trr/vol6/iss1/20,Block 2D: Pre-registration and explicit reasoning
https://doi.org/10.17705/1cais.05406,Machine Learning System Development in Information Systems Development Praxis,"Advancements in hardware and software have propelled machine learning (ML) solutions to become vital components of numerous information systems. This calls for research on the integration and evaluation of ML development practices within software companies. To investigate these issues, we conducted expert interviews with software and ML professionals. We structured the interviews around information systems development (ISD) models, which serve as conceptual frameworks that guide stakeholders throughout software projects. Using practice theory, we analyzed how software professionals perceive ML development within the context of ISD models and identified themes that characterize the transformative impact of ML development on these conceptual models. Our findings show that developer-driven conceptual models, such as DevOps and MLOps, have been embraced as common frameworks for developers and management to understand and guide the ML development processes. We observed ongoing shifts in predefined developer roles, wherein developers are increasingly adopting ML techniques and tools in their professional work. Overall, our findings underscore that ML technologies are becoming increasingly prominent in software projects across industries, and that the incorporation of ML development in ISD models is an ongoing, largely practice-driven, process.",2024,Communications of the Association for Information Systems,4,FALSE,NA,Block 2G: Structured prompts and epistemic quality
https://doi.org/10.17705/1jais.00833,"Organizations as Digital Enactment Systems: A Theory of Replacement of Humans by Digital Technologies in Organizational Scanning, Interpretation, and Learning","Digital transformation has become a dominant phenomenon of interest among information systems scholars. To account for this phenomenon, it is imperative to develop a theoretical understanding of its processes and objects. We adapt a seminal organizational theory that conceptualizes organizations as interpretation systems to a possible future of organizations. We theorize digital transformation as a progressive replacement of humans by digital technologies in performing an organization’s fundamental activities underpinning the processes of scanning, interpretation, and learning that encompass an organization’s interaction with its environment. As a result, organizations cease to be human interpretation systems and instead turn into digital enactment systems, where digital technologies, instead of humans, nearly autonomously create and act upon information. We illustrate this digital transformation theory using the example of high-frequency trading. This transformation redefines the relationship among organizations, information, and the environment, changing the role of humans and reshaping strategic decision-making. Thus conceived, digital transformation offers a concrete way of theorizing and accounts for deep implications on the nature of organizations and organizing in the digital age.",2023,Journal of the Association for Information Systems,11,TRUE,https://aisel.aisnet.org/cgi/viewcontent.cgi?article=2154&context=jais,Block 2G: Structured prompts and epistemic quality
https://doi.org/10.17705/1jais.00921,What Is Augmented? A Metanarrative Review of AI-Based Augmentation,"The widespread implementation of artificial intelligence (AI) in organizations has given rise to an increasing focus on augmentation in the academic and public discourse. While the verb “to augment,” defined as a process to make something greater or more numerous, is often used in IS research, it lacks a discussion of what the targets of such a process could be. In other words: What is augmented? Our paper builds on the literature of five research disciplines in which augmentation is a particularly prevalent topic—i.e., computer science, information systems, economics, management, and philosophy. Accordingly, we identified four metanarratives that represent four distinct targets of AI-based augmentation—the body, cognition, work, and performance—that build on unique human-AI configurations and bring to the fore specific augmentation tensions. Using these insights, we formulate avenues for further IS research on AI-based augmentation.",2025,Journal of the Association for Information Systems,9,TRUE,https://aisel.aisnet.org/cgi/viewcontent.cgi?article=2254&context=jais,Block 1B: AI in research methodology
https://doi.org/10.1787/0f8bd468-en,Reducing the precarity of academic research careers,"This document, as well as any data and any map included herein, are without prejudice to the status of or sovereignty over any territory, to the delimitation of international frontiers and boundaries and to the name of any territory, city or area. The statistical data for Israel are supplied by and under the responsibility of the relevant Israeli authorities. The use of such data by the OECD is without prejudice to the status of the Golan Heights, East Jerusalem and Israeli settlements",2021,"OECD science, technology and industry policy papers",120,TRUE,https://www.oecd-ilibrary.org/deliver/0f8bd468-en.pdf?itemId=%2Fcontent%2Fpaper%2F0f8bd468-en&mimeType=pdf,Block 2E: Tacit knowledge
https://doi.org/10.1787/15df715b-en,The potential impact of Artificial Intelligence on equity and inclusion in education,"This working paper reviews the impact of Artificial Intelligence (AI) on equity and inclusion in education, focusing on learner-centred, teacher-led and other institutional AI tools. It highlights the potential of AI in adapting learning while also addressing challenges such as access issues, inherent biases and the need for comprehensive teacher training. The paper emphasises the importance of balancing the potential benefits of AI with ethical considerations and the risk of exacerbating existing disparities. It highlights the need to address privacy and ethical concerns, enhance cultural responsiveness, manage techno ableism and provide continuing professional learning in AI. Additionally, the paper stresses the importance of maintaining educational integrity amidst growing commercial influence. It encourages research on AI tools’ implications for equity and inclusion to ensure that AI adoption in education supports a more equitable and inclusive learning environment.",2024,OECD artificial intelligence papers,43,TRUE,https://www.oecd.org/content/dam/oecd/en/publications/reports/2024/08/the-potential-impact-of-artificial-intelligence-on-equity-and-inclusion-in-education_0d7e9e00/15df715b-en.pdf,Block 1H: AI and research practice (no field restriction)
https://doi.org/10.1787/534c6ae3-en,Introduction: Arguments in support of innovating assessments,"Policy makers around the world recognise the importance of developing young people’s 21st century skills like problem solving, creative thinking, self-regulation and collaboration. Many countries also include these skills as part of the intended learning outcomes of their education systems. To shift intention into practice, educational assessments need to better measure what matters. Innovative assessments are needed that combine conceptual, technological and methodological advances in educational measurement. This report explores new approaches to measuring complex skills through a practical and applied assessment design lens, bringing together perspectives from leading experts to consider what we can learn from the learning sciences to define more authentic assessment experiences and expand the range of skills we are able to measure in both disciplinary and cross-disciplinary contexts of practice. The report also examines how technology can expand our possibilities for innovation, including the creation of more interactive and immersive problems and the generation of meaningful sources of potential evidence about students’ proficiency. Finally, the report explores how we can make sense of the rich data captured in interactive digital environments using new analytical approaches, and how we can ensure the valid interpretation and use of results from innovative assessments.",2023,OECD eBooks,4,TRUE,https://www.oecd.org/content/dam/oecd/en/publications/reports/2023/04/innovating-assessments-to-measure-and-support-complex-skills_b0255009/e5f3e341-en.pdf,Block 2G: Structured prompts and epistemic quality
https://doi.org/10.1787/7c357ac4-en,Transforming General Upper Secondary Education in Ukraine,"Ukraine's New Ukrainian School (NUS) reform aims to make schooling engaging and stimulating by focusing on each student's personal development and their acquisition of key competencies. At the upper secondary level, implementing the NUS implies major changes in the country's Academic Lyceums. The OECD has developed this report to provide insights and advice for Ukraine’s reforms based on international evidence and experience. It combines analysis of international data, research, the experiences of country peers and Ukraine’s own recent experiences of implementing reforms. It provides policy options to support Ukraine’s ambitions to transform general upper secondary education in the country.",2025,OECD Publishing eBooks,2,TRUE,https://www.oecd.org/content/dam/oecd/en/publications/reports/2025/01/transforming-general-upper-secondary-education-in-ukraine_ff5d54d2/7c357ac4-en.pdf,Block 1C: AI and journal/publication policy
https://doi.org/10.1787/7c895724-en,The impact of Artificial Intelligence on the labour market,Papers describe preliminary results or research in progress by the author(s) and are published to stimulate discussion on a,2021,OECD social employment and migration working papers,86,TRUE,https://www.oecd-ilibrary.org/deliver/7c895724-en.pdf?itemId=%2Fcontent%2Fpaper%2F7c895724-en&mimeType=pdf,Block 2E: Tacit knowledge
https://doi.org/10.1787/82070ddb-en,Empowering fiscal reporting with digital and interactive approaches,"This paper analyses fiscal platforms of selected OECD countries, examining how governments leverage digital tools to communicate financial data and information to the public. It evaluates the core objectives and essential features of these platforms, exploring opportunities for their enhancement through advanced communication strategies and the integration of Generative Artificial Intelligence. The analysis reveals the potential for governments to adopt a hybrid approach to fiscal reporting, combining traditional methods with digital platforms to optimise information delivery and accessibility. We argue that governments should strategically assess and utilise the distinct advantages of each communication channel to better serve stakeholders' diverse information needs and streamline reporting.",2025,OECD papers on budgeting.,3,TRUE,https://www.oecd.org/content/dam/oecd/en/publications/reports/2025/02/empowering-fiscal-reporting-with-digital-and-interactive-approaches_3bd128d8/82070ddb-en.pdf,Block 1C: AI and journal/publication policy
https://doi.org/10.1787/918b6a04-en,Seven routes to experimentation in policymaking,"Behavioural science methods are increasingly used to design and evaluate public policies that better reflect human behaviour and decision making. However, there is a lack of standardization in selecting and labelling these methods, making it difficult for policymakers to choose the appropriate one for a specific policy context. To address this, this working paper proposes guidelines and a visual roadmap, including five key questions to guide the selection of appropriate methods, and seven different experimental or non-experimental methods to choose from. The aim is to provide a simple and practical framework for policymakers to choose the most fit-for-purpose method for their policy context.",2023,OECD working papers on public governance,3,TRUE,https://www.oecd-ilibrary.org/deliver/918b6a04-en.pdf?itemId=%2Fcontent%2Fpaper%2F918b6a04-en&mimeType=pdf,Block 2D: Pre-registration and explicit reasoning
https://doi.org/10.1787/e19a9be9-en,Good practice principles for ethical behavioural science in public policy,"For the past decade, behavioural science has been influencing public policy by applying principles of psychology, cognitive and social sciences, neuroscience and economics, to put individuals at the forefront of policy goals, and with an accurate rather than imagined understanding of human behaviour. Like any policy-making tool, the use of behavioural insights must be subject to ethical considerations that can arise at any point from scoping to policy scaling. This good practice guide offers practitioners and policy makers step-by-step guidance to prompt deliberations into how to use behavioural science ethically for public policy. It is designed to be a practical resource to promote the responsible use of behavioural science in the public sector.",2022,Public governance policy papers,4,TRUE,https://www.oecd-ilibrary.org/deliver/e19a9be9-en.pdf?itemId=%2Fcontent%2Fpaper%2Fe19a9be9-en&mimeType=pdf,Block 2D: Pre-registration and explicit reasoning
